"symbol","name","industry","subsector","group","latest","start","latestDate","startDate","diffToMin","diffToMax","diff","min","minDate","median","average","max","maxDate","low","numberOfDates"
"HLD","Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND","Tài chính","Bất động sản","HNX",27,25.6,"2021-02-25","2021-01-27",3.9,0.9,4.8,23.1,"2021-01-28",24,24.76,27.9,"2021-02-23",false,19
"HLY","Công ty Cổ phần Viglacera Hạ Long I","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",40.2,49.5,"2021-02-25","2021-01-28",0,9.3,9.3,40.2,"2021-02-25",44.6,44.77,49.5,"2021-01-28",true,3
"HMC","Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",15.95,16.45,"2021-02-25","2021-01-27",15.95,0.55,16.5,0,"2021-02-15",16,14.35,16.5,"2021-02-17",false,19
"HMH","Công ty Cổ phần Hải Minh","Công nghiệp","Dịch vụ vận tải","HNX",10.6,10.9,"2021-02-25","2021-01-27",0.5,0.8,1.3,10.1,"2021-01-28",11.1,11.02,11.4,"2021-02-17",true,19
"HNG","Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HOSE",11.4,12,"2021-02-25","2021-01-27",11.4,1.1,12.5,0,"2021-02-15",11.2,10.21,12.5,"2021-02-19",false,19
"HOM","Công ty Cổ phần Xi măng VICEM Hoàng Mai","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",3.9,3.7,"2021-02-25","2021-01-27",0.5,0.1,0.6,3.4,"2021-01-28",3.7,3.71,4,"2021-02-24",false,19
"HOT","Công ty Cổ phần Du lịch - Dịch vụ Hội An","Dịch vụ Tiêu dùng","Vận tải hành khách & Du lịch","HOSE",26.9,28.9,"2021-01-29","2021-01-28",0,2,2,26.9,"2021-01-29",27.9,27.9,28.9,"2021-01-28",true,2
"HPG","Công ty Cổ phần Tập đoàn Hòa Phát","Nguyên vật liệu","Thép và sản phẩm thép","VN30",44.15,40.3,"2021-02-25","2021-01-27",44.15,0,44.15,0,"2021-02-15",41.8,37.37,44.15,"2021-02-25",false,19
"HPX","Công ty Cổ phần Đầu tư Hải Phát","Tài chính","Bất động sản","HOSE",38.45,34.35,"2021-02-25","2021-01-27",38.45,4,42.45,0,"2021-02-15",37.95,34.23,42.45,"2021-02-18",false,19
"HQC","Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân","Tài chính","Bất động sản","HOSE",2.53,2.43,"2021-02-25","2021-01-27",2.53,0.08,2.61,0,"2021-02-15",2.25,2.09,2.61,"2021-02-22",false,19
"HRC","Công ty Cổ phần Cao su Hòa Bình","Nguyên vật liệu","Nhựa, cao su & sợi","HOSE",59.5,64,"2021-02-25","2021-01-27",0.5,4.5,5,59,"2021-01-29",59.5,60.34,64,"2021-01-27",true,8
"HSG","Công ty Cổ phần Tập đoàn Hoa Sen","Nguyên vật liệu","Thép và sản phẩm thép","HOSE",25.8,23.45,"2021-02-25","2021-01-27",25.8,0,25.8,0,"2021-02-15",23.9,21.64,25.8,"2021-02-25",false,19
"HSL","Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà","Hàng Tiêu dùng","Thực phẩm","HOSE",6.49,5.6,"2021-02-25","2021-01-27",6.49,0,6.49,0,"2021-02-15",5.31,4.85,6.49,"2021-02-25",false,19
"HT1","Công ty Cổ phần Xi măng Hà Tiên 1","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",17.4,17.2,"2021-02-25","2021-01-27",17.4,0.6,18,0,"2021-02-15",17,15.25,18,"2021-02-23",false,19
"HTC","Công ty Cổ phần Thương mại Hóc Môn","Tiện ích Cộng đồng","Phân phối xăng dầu & khí đốt","HNX",30,28.1,"2021-02-23","2021-01-29",1.9,1.5,3.4,28.1,"2021-01-29",30,29.93,31.5,"2021-02-08",false,6
"HTI","Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO","Công nghiệp","Xây dựng","HOSE",15.8,17.8,"2021-02-25","2021-01-27",15.8,2,17.8,0,"2021-02-15",16.2,14.48,17.8,"2021-01-27",false,19
"HTL","Công ty Cổ phần Kỹ thuật và Ô tô Trường Long","Hàng Tiêu dùng","Sản xuất ô tô","HOSE",17.8,17.5,"2021-02-25","2021-01-27",17.8,1.1,18.9,0,"2021-02-15",17.6,15.56,18.9,"2021-02-04",false,17
"HTN","Công ty Cổ phần Hưng Thịnh Incons","Tài chính","Bất động sản","HOSE",40.9,37.32,"2021-02-25","2021-01-27",40.9,1.2,42.1,0,"2021-02-15",34.73,32.94,42.1,"2021-02-22",false,19
"HTP","Công ty Cổ phần In Sách Giáo Khoa Hòa Phát","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",17.6,18.9,"2021-02-25","2021-01-27",0.5,3.6,4.1,17.1,"2021-02-08",18.2,18.65,21.2,"2021-02-01",true,19
"HTV","Công ty Cổ phần Logistics Vicem","Công nghiệp","Dịch vụ vận tải","HOSE",15.2,14.3,"2021-02-25","2021-01-27",15.2,0,15.2,0,"2021-02-15",14.4,11.68,15.2,"2021-02-23",false,10
"HU1","Công ty Cổ phần Đầu tư và Xây dựng HUD1","Công nghiệp","Xây dựng","HOSE",9.53,8.27,"2021-02-25","2021-01-28",1.3,0,1.3,8.23,"2021-02-01",8.77,8.72,9.53,"2021-02-25",false,12
"HU3","Công ty Cổ phần Đầu tư và Xây dựng HUD3","Công nghiệp","Xây dựng","HOSE",7.79,8.1,"2021-02-25","2021-01-27",0.29,0.31,0.6,7.5,"2021-01-29",7.6,7.67,8.1,"2021-01-27",false,12
"HUB","Công ty Cổ phần Xây lắp Thừa Thiên Huế","Công nghiệp","Xây dựng","HOSE",27.2,27.4,"2021-02-25","2021-01-27",27.2,1.15,28.35,0,"2021-02-15",27.55,24.57,28.35,"2021-02-09",false,19
"HUT","Công ty Cổ phần Tasco","Công nghiệp","Xây dựng","HNX30",5,4.6,"2021-02-25","2021-01-27",0.8,0,0.8,4.2,"2021-01-28",4.5,4.53,5,"2021-02-25",false,19
"HVH","Công ty Cổ phần Đầu tư và Công nghệ HVC","Công nghiệp","Xây dựng","HOSE",9.3,9.7,"2021-02-25","2021-01-27",9.3,0.4,9.7,0,"2021-02-15",9,8.19,9.7,"2021-01-27",false,19
"HVN","Tổng Công ty Hàng không Việt Nam - CTCP","Dịch vụ Tiêu dùng","Hàng không","HOSE",29,27.25,"2021-02-25","2021-01-27",29,0,29,0,"2021-02-15",26.35,23.94,29,"2021-02-25",false,19
"HVT","Công ty Cổ phần Hóa chất Việt Trì","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HNX",34,33,"2021-02-25","2021-01-27",1,0,1,33,"2021-01-27",33,33.32,34,"2021-02-18",false,11
"HVX","Công ty Cổ phần Xi măng Vicem Hải Vân","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",4.01,3.49,"2021-02-25","2021-01-27",4.01,0.08,4.09,0,"2021-02-15",3.65,3.32,4.09,"2021-02-22",false,19
"IBC","Công ty Cổ phần Đầu tư APAX Holdings","Tài chính","Tài chính đặc biệt","HOSE",21.2,21,"2021-02-25","2021-01-27",21.2,0,21.2,0,"2021-02-15",20.85,18.69,21.2,"2021-02-25",false,19
"ICG","Công ty Cổ phần Xây dựng Sông Hồng","Công nghiệp","Xây dựng","HNX",6.9,6.4,"2021-02-25","2021-01-27",0.5,0.3,0.8,6.4,"2021-01-27",6.9,6.92,7.2,"2021-02-09",true,18
"ICT","Công ty Cổ phần Viễn thông - Tin học Bưu điện","Công nghệ Thông tin","Phần mềm","HOSE",20.85,25,"2021-02-25","2021-01-27",20.85,4.15,25,0,"2021-02-15",21.8,19.77,25,"2021-01-27",false,19
"IDC","Tổng Công ty IDICO - CTCP ","Tài chính","Bất động sản","HNX",38.2,35.5,"2021-02-25","2021-01-27",6.2,3.6,9.8,32,"2021-01-28",40,38.76,41.8,"2021-02-18",true,19
"IDI","Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HOSE",6.2,6.38,"2021-02-25","2021-01-27",6.2,0.18,6.38,0,"2021-02-15",5.94,5.25,6.38,"2021-01-27",false,19
"IDJ","Công ty Cổ phần Đầu tư IDJ Việt Nam","Tài chính","Bất động sản","HNX",15.9,17,"2021-02-25","2021-01-27",1.7,1.1,2.8,14.2,"2021-02-01",15.3,15.44,17,"2021-01-27",false,19
"IDV","Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc","Tài chính","Bất động sản","HNX",64,58.1,"2021-02-25","2021-01-27",9.5,0,9.5,54.5,"2021-01-28",57,57.41,64,"2021-02-25",false,19
"IJC","Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật","Tài chính","Bất động sản","HOSE",29.35,24.75,"2021-02-25","2021-01-27",29.35,0.45,29.8,0,"2021-02-15",24.5,22.58,29.8,"2021-02-23",false,19
"ILB","Công ty Cổ phần ICD Tân Cảng Long Bình","Công nghiệp","Kho bãi, hậu cần và bảo dưỡng","HOSE",24.25,23.5,"2021-02-25","2021-01-27",24.25,1.7,25.95,0,"2021-02-15",22.75,20.71,25.95,"2021-02-23",false,19
"IMP","Công ty Cổ phần Dược phẩm IMEXPHARM","Dược phẩm và Y tế","Dược phẩm","HOSE",63,56.7,"2021-02-25","2021-01-27",63,0.9,63.9,0,"2021-02-15",56,51.71,63.9,"2021-02-19",false,19
"INC","Công ty Cổ phần Tư vấn Đầu tư IDICO","Công nghiệp","Xây dựng","HNX",10.2,11.2,"2021-02-25","2021-01-27",1,2.8,3.8,9.2,"2021-02-22",11.95,10.88,13,"2021-01-29",true,10
"INN","Công ty Cổ phần Bao bì và In Nông nghiệp","Công nghiệp","Containers & Đóng gói","HNX",31.9,30.2,"2021-02-25","2021-01-27",2.9,0.7,3.6,29,"2021-01-28",31.9,31.6,32.6,"2021-02-03",false,19
"ITA","Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo","Tài chính","Bất động sản","HOSE",6.39,6.95,"2021-02-25","2021-01-27",6.39,0.56,6.95,0,"2021-02-15",6.38,5.58,6.95,"2021-01-27",false,19
"ITC","Công ty Cổ phần Đầu tư - Kinh doanh nhà","Tài chính","Bất động sản","HOSE",16.4,18.6,"2021-02-25","2021-01-27",16.4,2.2,18.6,0,"2021-02-15",16.4,14.75,18.6,"2021-01-27",false,19
"ITD","Công ty Cổ phần Công nghệ Tiên Phong","Công nghệ Thông tin","Phần cứng","HOSE",11.15,10.8,"2021-02-25","2021-01-27",11.15,0.05,11.2,0,"2021-02-15",10.85,9.68,11.2,"2021-02-17",false,19
"ITQ","Công ty Cổ phần Tập đoàn Thiên Quang","Nguyên vật liệu","Thép và sản phẩm thép","HNX",3,3,"2021-02-25","2021-01-27",0.5,0.1,0.6,2.5,"2021-02-02",3,2.91,3.1,"2021-02-18",false,19
"IVS","Công ty Cổ phần Chứng khoán Đầu tư Việt Nam","Tài chính","Môi giới chứng khoán","HNX",8.2,8,"2021-02-25","2021-01-27",1.3,0.5,1.8,6.9,"2021-02-01",8.2,8.15,8.7,"2021-02-05",false,19
"JVC","Công ty Cổ phần Thiết bị Y tế Việt Nhật","Dược phẩm và Y tế","Thiết bị y tế","HOSE",4.67,4.81,"2021-02-25","2021-01-27",4.67,0.14,4.81,0,"2021-02-15",4.61,4.12,4.81,"2021-01-27",false,19
"KBC","Tổng Công ty Phát triển Đô thị Kinh Bắc","Tài chính","Bất động sản","HOSE",39.1,39.6,"2021-02-25","2021-01-27",39.1,3.9,43,0,"2021-02-15",39.1,34.97,43,"2021-02-18",false,19
"KDC","Công ty Cổ phần Tập đoàn KIDO","Hàng Tiêu dùng","Thực phẩm","HOSE",48,41.7,"2021-02-25","2021-01-27",48,0.4,48.4,0,"2021-02-15",40.8,38.28,48.4,"2021-02-23",false,19
"KDH","Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền","Tài chính","Bất động sản","VN30",32.4,34.25,"2021-02-25","2021-01-27",32.4,1.9,34.3,0,"2021-02-15",32.4,29.1,34.3,"2021-02-18",false,19
"KDM","Công ty Cổ phần Tập đoàn Đầu tư Lê Gia","Công nghiệp","Xây dựng","HNX",5.5,3.4,"2021-02-25","2021-01-27",2.2,0,2.2,3.3,"2021-01-28",4.8,4.37,5.5,"2021-02-25",false,19
"KHP","Công ty Cổ phần Điện lực Khánh Hòa","Tiện ích Cộng đồng","Sản xuất & Phân phối Điện","HOSE",7,7.39,"2021-02-25","2021-01-27",7,0.39,7.39,0,"2021-02-15",7,6.28,7.39,"2021-01-27",false,19
"KHS","Công ty Cổ phần Kiên Hùng","Hàng Tiêu dùng","Nuôi trồng nông & hải sản","HNX",12.5,12.9,"2021-02-24","2021-01-28",0,1.8,1.8,12.5,"2021-02-24",12.95,13.1,14.3,"2021-02-17",true,6
"KKC","Công ty Cổ phần Kim khí KKC","Nguyên vật liệu","Thép và sản phẩm thép","HNX",11.9,12.4,"2021-02-25","2021-01-27",1.8,0.5,2.3,10.1,"2021-02-01",11,11.05,12.4,"2021-01-27",false,19
"KLF","Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS","Dịch vụ Tiêu dùng","Dịch vụ giải trí","HNX30",2.6,2.7,"2021-02-25","2021-01-27",0.5,0.1,0.6,2.1,"2021-02-01",2.4,2.45,2.7,"2021-01-27",false,19
"KMR","Công ty Cổ phần Mirae","Hàng Tiêu dùng","Hàng May mặc","HOSE",2.75,2.9,"2021-02-25","2021-01-27",2.75,0.15,2.9,0,"2021-02-15",2.68,2.4,2.9,"2021-01-27",false,19
"KMT","Công ty Cổ phần Kim khí Miền Trung","Nguyên vật liệu","Thép và sản phẩm thép","HNX",7.8,7.8,"2021-02-24","2021-02-17",0,0,0,7.8,"2021-02-17",7.8,7.8,7.8,"2021-02-17",false,4
"KOS","Công ty Cổ phần KOSY","Tài chính","Bất động sản","HOSE",24.65,24.45,"2021-02-25","2021-01-27",24.65,0.15,24.8,0,"2021-02-15",24.6,21.95,24.8,"2021-02-17",false,19
"KPF","Công ty Cổ phần Đầu tư Tài chính Hoàng Minh","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",11,12.2,"2021-02-25","2021-01-27",11,1.5,12.5,0,"2021-02-15",11.2,10.32,12.5,"2021-02-17",false,19
"KSB","Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương","Nguyên vật liệu","Khai khoáng ","HOSE",33.6,28,"2021-02-25","2021-01-27",33.6,0.1,33.7,0,"2021-02-15",28.95,26.32,33.7,"2021-02-23",false,19
"KSD","Công ty Cổ phần Đầu tư DNA","Hàng Tiêu dùng","Đồ gia dụng lâu bền","HNX",4.8,5,"2021-02-25","2021-01-27",0.1,0.4,0.5,4.7,"2021-02-09",4.9,4.89,5.2,"2021-02-19",true,12
"KSQ","Công ty Cổ phần CNC Capital Việt Nam","Nguyên vật liệu","Khai khoáng ","HNX",2,2.1,"2021-02-25","2021-01-27",0.3,0.3,0.6,1.7,"2021-02-01",2,2,2.3,"2021-02-18",false,19
"KST","Công ty Cổ phần KASATI","Công nghệ Thông tin","Thiết bị viễn thông","HNX",19.5,19.5,"2021-02-18","2021-02-03",0,0,0,19.5,"2021-02-03",19.5,19.5,19.5,"2021-02-03",false,2
"KTS","Công ty Cổ phần Đường Kon Tum","Hàng Tiêu dùng","Thực phẩm","HNX",20,12,"2021-02-25","2021-01-29",8,0,8,12,"2021-01-29",13.6,14.84,20,"2021-02-24",false,13
"KTT","Công ty Cổ phần Tập đoàn Đầu tư KTT","Công nghiệp","Xây dựng","HNX",4.1,4,"2021-02-25","2021-01-28",0.1,0.3,0.4,4,"2021-01-28",4.2,4.18,4.4,"2021-02-03",true,12
"KVC","Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ","Nguyên vật liệu","Thép và sản phẩm thép","HNX",1.9,2.5,"2021-02-25","2021-01-27",0.1,0.6,0.7,1.8,"2021-02-02",1.9,1.96,2.5,"2021-01-27",true,19
"L10","Công ty Cổ phần Lilama 10","Công nghiệp","Máy công nghiệp","HOSE",17,16,"2021-02-22","2021-01-28",1,1.2,2.2,16,"2021-01-28",17,17.06,18.2,"2021-02-05",true,7
"L14","Công ty Cổ phần Licogi 14","Công nghiệp","Xây dựng","HNX30",72.8,62.6,"2021-02-25","2021-01-27",17.3,1.5,18.8,55.5,"2021-02-01",64.3,65.09,74.3,"2021-02-23",false,19
"L18","Công ty Cổ phần Đầu tư và Xây dựng số 18","Công nghiệp","Xây dựng","HNX",7.4,9,"2021-02-16","2021-01-27",0,1.6,1.6,7.4,"2021-02-09",8,8.04,9,"2021-01-27",true,9
"L35","Công ty Cổ phần Cơ khí Lắp máy Lilama","Công nghiệp","Máy công nghiệp","HNX",6.7,6.9,"2021-02-04","2021-01-27",0,0.7,0.7,6.7,"2021-02-04",6.9,7,7.4,"2021-01-28",true,3
"L40","Công ty Cổ phần Đầu tư và Xây dựng 40","Công nghiệp","Xây dựng","HNX",37,18.2,"2021-02-25","2021-01-27",18.8,1,19.8,18.2,"2021-01-27",34,30.58,38,"2021-02-19",false,17
"L40","Công ty Cổ phần Đầu tư và Xây dựng 40","Công nghiệp","Xây dựng","HNX",37,18.2,"2021-02-25","2021-01-27",18.8,1,19.8,18.2,"2021-01-27",34,30.58,38,"2021-02-19",false,17
"L43","Công ty Cổ phần Lilama 45.3","Công nghiệp","Máy công nghiệp","HNX",3.8,3.1,"2021-02-25","2021-01-27",1.2,0.1,1.3,2.6,"2021-02-04",2.9,3.07,3.9,"2021-02-24",false,15
"L61","Công ty Cổ phần Lilama 69-1","Công nghiệp","Máy công nghiệp","HNX",7.5,7.9,"2021-02-18","2021-02-01",0,0.6,0.6,7.5,"2021-02-03",7.7,7.75,8.1,"2021-02-04",true,4
"LAF","Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An","Hàng Tiêu dùng","Thực phẩm","HOSE",15.95,13.6,"2021-02-25","2021-01-27",15.95,0,15.95,0,"2021-02-15",12.65,11.63,15.95,"2021-02-25",false,19
"LAS","Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao","Nguyên vật liệu","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","HNX30",8.4,8,"2021-02-25","2021-01-27",1.2,0.6,1.8,7.2,"2021-01-28",7.4,7.67,9,"2021-02-23",false,19
"LBE","Công ty Cổ phần Sách và Thiết bị Trường học Long An","Dịch vụ Tiêu dùng","Sách, ấn bản & sản phẩm văn hóa","HNX",42.2,33,"2021-02-23","2021-02-08",9.2,0,9.2,33,"2021-02-08",37.8,37.7,42.2,"2021-02-23",false,4
"LBM","Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng","Công nghiệp","Vật liệu xây dựng & Nội thất","HOSE",58,48,"2021-02-25","2021-01-27",58,1.5,59.5,0,"2021-02-15",51.9,47.19,59.5,"2021-02-23",false,17
"LCG","Công ty Cổ phần LICOGI 16","Công nghiệp","Xây dựng","HOSE",15.1,13.7,"2021-02-25","2021-01-27",15.1,0.7,15.8,0,"2021-02-15",13.7,12.54,15.8,"2021-02-22",false,19
"LCM","Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai","Nguyên vật liệu","Khai khoáng ","HOSE",1.39,1.38,"2021-02-25","2021-01-27",1.39,0.2,1.59,0,"2021-02-15",1.38,1.23,1.59,"2021-02-17",false,19
"LCS","Công ty Cổ phần Licogi 16.6","Công nghiệp","Xây dựng","HNX",2.9,3.9,"2021-02-25","2021-01-27",0.1,1,1.1,2.8,"2021-02-22",3.1,3.15,3.9,"2021-01-27",true,17
"LDG","Công ty Cổ phần Đầu tư LDG","Tài chính","Bất động sản","HOSE",7.27,7.99,"2021-02-25","2021-01-27",7.27,0.72,7.99,0,"2021-02-15",7.21,6.45,7.99,"2021-01-27",false,19
"LDP","Công ty Cổ phần Dược Lâm Đồng - Ladophar","Dược phẩm và Y tế","Dược phẩm","HNX",10.3,10.9,"2021-02-25","2021-01-27",0.5,0.8,1.3,9.8,"2021-02-09",10.65,10.41,11.1,"2021-02-22",true,16
"LEC","Công ty Cổ phần Bất động sản Điện lực Miền Trung","Tài chính","Bất động sản","HOSE",13.45,12.35,"2021-02-25","2021-01-27",13.45,0.1,13.55,0,"2021-02-15",12.85,11.46,13.55,"2021-02-24",false,18
"LGC","Công ty Cổ phần Đầu tư Cầu đường CII","Công nghiệp","Thiết bị điện","HOSE",84,66,"2021-02-25","2021-01-27",18,1,19,66,"2021-01-27",79.5,77,85,"2021-02-24",false,7
"LGL","Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang","Tài chính","Bất động sản","HOSE",5.84,5.8,"2021-02-25","2021-01-27",5.84,0.13,5.97,0,"2021-02-15",5.78,5.09,5.97,"2021-02-05",false,19
"LHC","Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng","Công nghiệp","Xây dựng","HNX30",86.5,90.9,"2021-02-25","2021-01-27",13.1,4.4,17.5,73.4,"2021-02-04",84,83.68,90.9,"2021-01-27",false,19
"LHG","Công ty Cổ phần Long Hậu","Tài chính","Bất động sản","HOSE",34,33,"2021-02-25","2021-01-27",34,1,35,0,"2021-02-15",32.9,29.3,35,"2021-02-23",false,19
"LIG","Công ty Cổ phần Licogi 13","Công nghiệp","Xây dựng","HNX",7.5,8,"2021-02-25","2021-01-27",1.6,0.5,2.1,5.9,"2021-02-01",6.5,6.62,8,"2021-01-27",false,19
"LIX","Công ty Cổ phần Bột giặt LIX","Hàng Tiêu dùng","Hàng cá nhân","HOSE",56.6,51.6,"2021-02-25","2021-01-27",56.6,0,56.6,0,"2021-02-15",51.1,46.48,56.6,"2021-02-25",false,19
"LM7","Công ty Cổ phần Lilama 7","Công nghiệp","Máy công nghiệp","HNX",3.7,3.7,"2021-02-25","2021-01-27",0.5,0.5,1,3.2,"2021-02-01",3.7,3.69,4.2,"2021-02-23",false,15
"LM8","Công ty Cổ phần Lilama 18","Công nghiệp","Xây dựng","HOSE",10.95,11.3,"2021-02-25","2021-01-27",10.95,0.9,11.85,0,"2021-02-15",11.25,10.09,11.85,"2021-01-29",false,18
"LO5","Công ty Cổ phần Lilama 5","Công nghiệp","Máy công nghiệp","HNX",1.4,1.5,"2021-02-19","2021-01-29",0,0.1,0.1,1.4,"2021-02-19",1.5,1.47,1.5,"2021-01-29",true,3
"LPB","Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt","Ngân hàng","Ngân hàng","HOSE",14.6,13.5,"2021-02-25","2021-01-27",14.6,0.25,14.85,0,"2021-02-15",14,12.37,14.85,"2021-02-17",false,19
"LSS","Công ty Cổ phần Mía đường Lam Sơn","Hàng Tiêu dùng","Thực phẩm","HOSE",11.9,10.4,"2021-02-25","2021-01-27",11.9,0.3,12.2,0,"2021-02-15",11.9,9.58,12.2,"2021-02-18",false,19
"LUT","Công ty Cổ phần Đầu tư Xây dựng Lương Tài","Công nghiệp","Xây dựng","HNX",5,5.7,"2021-02-25","2021-01-27",0.4,1,1.4,4.6,"2021-02-02",5.4,5.42,6,"2021-02-05",true,19
"MAC","Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải","Công nghiệp","Xe tải & Đóng tàu","HNX",5.7,6.1,"2021-02-25","2021-01-27",0.3,0.4,0.7,5.4,"2021-02-08",5.8,5.74,6.1,"2021-01-27",true,19
"MAS","Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng","Dịch vụ Tiêu dùng","Vận tải hành khách & Du lịch","HNX",37.2,35.5,"2021-02-25","2021-01-27",4.2,1.3,5.5,33,"2021-01-28",35.6,35.87,38.5,"2021-02-18",false,18
"MBB","Ngân hàng Thương mại Cổ phần Quân đội","Ngân hàng","Ngân hàng","VN30",27.3,24,"2021-02-25","2021-01-27",27.3,0.1,27.4,0,"2021-02-15",24.25,22.32,27.4,"2021-02-23",false,19
"MBG","Công ty Cổ phần Tập đoàn MBG","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",7.1,6.3,"2021-02-25","2021-01-27",1.7,0.4,2.1,5.4,"2021-02-01",6.2,6.22,7.5,"2021-02-23",false,19
"MBS","Công ty Cổ phần Chứng khoán MB","Tài chính","Môi giới chứng khoán","HNX30",22.6,18.2,"2021-02-25","2021-01-27",6.9,0,6.9,15.7,"2021-02-01",19,18.91,22.6,"2021-02-25",false,19
"MCC","Công ty Cổ phần Gạch ngói cao cấp","Công nghiệp","Vật liệu xây dựng & Nội thất","HNX",12.5,12.5,"2021-02-23","2021-02-23",0,0,0,12.5,"2021-02-23",12.5,12.5,12.5,"2021-02-23",false,1
"MCF","Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm","Hàng Tiêu dùng","Thực phẩm","HNX",9.6,9.2,"2021-02-25","2021-01-28",0.4,0.6,1,9.2,"2021-01-28",9.3,9.48,10.2,"2021-02-01",false,16
"MCG","Công ty Cổ phần Cơ điện và Xây dựng Việt Nam","Công nghiệp","Xây dựng","HOSE",2.55,2.66,"2021-02-25","2021-01-27",2.55,0.25,2.8,0,"2021-02-15",2.65,2.37,2.8,"2021-02-04",false,19
"MCO","Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam","Công nghiệp","Xây dựng","HNX",2.6,2.4,"2021-02-25","2021-01-27",0.4,0,0.4,2.2,"2021-01-28",2.4,2.4,2.6,"2021-02-23",false,19
"MCP","Công ty Cổ phần In và Bao bì Mỹ Châu","Công nghiệp","Containers & Đóng gói","HOSE",28.2,27.45,"2021-02-05","2021-01-27",0.75,0,0.75,27.45,"2021-01-27",27.82,27.82,28.2,"2021-02-05",false,2
"MDC","Công ty Cổ phần Than Mông Dương - Vinacomin","Nguyên vật liệu","Khai thác Than","HNX",7.2,6.7,"2021-02-25","2021-01-28",0.5,0.2,0.7,6.7,"2021-01-28",6.95,6.98,7.4,"2021-02-08",false,10
"MDG","Công ty Cổ phần Miền Đông","Công nghiệp","Xây dựng","HOSE",11.6,10.8,"2021-02-25","2021-01-28",11.6,0.3,11.9,0,"2021-02-15",11.05,9.62,11.9,"2021-02-22",false,15
"MED","Công ty Cổ phần Dược Trung ương Mediplantex","Dược phẩm và Y tế","Dược phẩm","HNX",50.1,35,"2021-02-18","2021-01-27",15.1,0,15.1,35,"2021-01-27",42.2,42.8,50.1,"2021-02-18",false,7
"MHC","Công ty Cổ phần MHC","Công nghiệp","Dịch vụ vận tải","HOSE",7.45,8.59,"2021-02-25","2021-01-27",7.45,1.14,8.59,0,"2021-02-15",6.98,6.39,8.59,"2021-01-27",false,19
"MHL","Công ty Cổ phần Minh Hữu Liên","Nguyên vật liệu","Thép và sản phẩm thép","HNX",4.6,3.5,"2021-02-25","2021-01-27",1.5,0,1.5,3.1,"2021-02-04",3.4,3.55,4.6,"2021-02-25",false,15
"MIG","Tổng Công ty Cổ phần Bảo hiểm Quân đội","Tài chính","Bảo hiểm phi nhân thọ","HOSE",16.95,16.9,"2021-02-25","2021-01-27",16.95,0.35,17.3,0,"2021-02-15",15.9,14.53,17.3,"2021-02-22",false,19
"MIM","Công ty Cổ phần Khoáng sản và Cơ khí","Nguyên vật liệu","Khai khoáng ","HNX",4.7,4.7,"2021-02-25","2021-02-25",0,0,0,4.7,"2021-02-25",4.7,4.7,4.7,"2021-02-25",false,1
"MPT","Công ty Cổ phần Tập đoàn Trường Tiền","Hàng Tiêu dùng","Hàng May mặc","HNX",2.4,2.5,"2021-02-25","2021-01-27",0.4,0.1,0.5,2,"2021-02-01",2.2,2.21,2.5,"2021-01-27",false,19
