"symbol","industry","market","name","sector","subsector","supersector","group","listingDate"
"DIG","Tài chính","HOSE","Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng","Bất động sản","Bất động sản","Bất động sản","HOSE","2009-08-19"
"DIH","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2011-04-27"
"DL1","Công nghiệp","HNX ","Công ty Cổ phần Tập đoàn Năng lượng Tái tạo Việt Nam","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HNX","2010-03-10"
"DLG","Nguyên vật liệu","HOSE","Công ty Cổ phần Tập đoàn Đức Long Gia Lai","Lâm nghiệp và Giấy","Lâm sản và Chế biến gỗ","Tài nguyên Cơ bản","HOSE","2010-06-22"
"DMC","Dược phẩm và Y tế","HOSE","Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO","Dược phẩm","Dược phẩm","Y tế","HOSE","2006-12-25"
"DNC","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Điện nước Lắp máy Hải Phòng","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HNX","2009-12-23"
"DNM","Dược phẩm và Y tế","HNX ","Tổng Công ty Cổ phần Y tế Danameco","Thiết bị và Dịch vụ Y tế","Dụng cụ y tế","Y tế","HNX","2011-02-16"
"DNP","Công nghiệp","HNX ","Công ty Cổ phần Nhựa Đồng Nai","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2006-11-28"
"DP3","Dược phẩm và Y tế","HNX ","Công ty Cổ Phần Dược Phẩm Trung Ương 3","Dược phẩm","Dược phẩm","Y tế","HNX30","2015-07-17"
"DPC","Công nghiệp","HNX ","Công ty Cổ phần Nhựa Đà Nẵng","Hàng công nghiệp","Containers & Đóng gói","Hàng & Dịch vụ Công nghiệp","HNX","2001-11-26"
"DPG","Công nghiệp","HOSE","Công ty Cổ phần Đạt Phương","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2017-01-12"
"DPM","Nguyên vật liệu","HOSE","Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HOSE","2007-11-05"
"DPR","Nguyên vật liệu","HOSE","Công ty Cổ phần Cao su Đồng Phú","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2007-11-30"
"DPS","Nguyên vật liệu","HNX ","Công ty Cổ phần Đầu tư Phát triển Sóc Sơn","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HNX","2015-05-06"
"DQC","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Bóng đèn Điện Quang","Hàng gia dụng","Thiết bị gia dụng","Hàng cá nhân & Gia dụng","HOSE","2008-02-21"
"DRC","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Cao su Đà Nẵng","Ô tô và phụ tùng","Lốp xe","Ô tô và phụ tùng","HOSE","2006-12-29"
"DRH","Tài chính","HOSE","Công ty Cổ phần DRH Holdings","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-07-26"
"DRL","Tiện ích Cộng đồng","HOSE","Công ty Cổ phần Thủy điện - Điện lực 3","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HOSE","2012-04-11"
"DS3","Công nghiệp","HNX ","Công ty Cổ phần Quản lý Đường sông số 3","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HNX","2017-08-21"
"DSN","Dịch vụ Tiêu dùng","HOSE","Công ty Cổ phần Công viên nước Đầm Sen","Du lịch & Giải trí","Dịch vụ giải trí","Du lịch và Giải trí","HOSE","2010-10-26"
"DST","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Đầu tư Sao Thăng Long","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2007-10-16"
"DTA","Tài chính","HOSE","Công ty Cổ phần Đệ Tam","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-07-16"
"DTD","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư Phát triển Thành Đạt","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX30","2017-11-16"
"DTK","Công nghiệp","HNX ","Tổng Công ty Điện lực TKV - Công ty Cổ phần","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2016-12-15"
"DTL","Nguyên vật liệu","HOSE","Công ty Cổ phần Đại Thiên Lộc","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HOSE","2010-06-04"
"DTT","Nguyên vật liệu","HOSE","Công ty Cổ phần Kỹ nghệ Đô Thành","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2006-12-22"
"DVG","Công nghiệp","HNX ","Công ty Cổ phần Tập đoàn Sơn Đại Việt","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2021-01-14"
"DVP","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HOSE","2009-12-01"
"DXG","Tài chính","HOSE","Công ty Cổ phần Tập đoàn Đất Xanh","Bất động sản","Bất động sản","Bất động sản","HOSE","2009-12-22"
"DXP","Công nghiệp","HNX ","Công ty Cổ phần Cảng Đoạn Xá","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HNX","2006-11-13"
"DXV","Công nghiệp","HOSE","Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2008-02-26"
"DZM","Công nghiệp","HNX ","Công ty Cổ phần Cơ điện Dzĩ An","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2009-06-11"
"EBA","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Điện Bắc Nà","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HNX","2019-12-31"
"EBS","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2006-12-21"
"ECI","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Bản đồ và Tranh ảnh Giáo dục","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2009-06-16"
"EIB","Ngân hàng","HOSE","Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam","Ngân hàng","Ngân hàng","Ngân hàng","VN30","2009-10-27"
"EID","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2009-08-11"
"ELC","Công nghệ Thông tin","HOSE","Công ty Cổ phần Đầu tư Phát triển Công nghệ điện tử - Viễn thông","Thiết bị và Phần cứng","Thiết bị viễn thông","Công nghệ Thông tin","HOSE","2010-10-13"
"EMC","Công nghiệp","HOSE","Công ty Cổ phần Cơ điện Thủ Đức","Điện tử & Thiết bị điện","Thiết bị điện","Hàng & Dịch vụ Công nghiệp","HOSE","2012-11-29"
"EVE","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Everpia","Hàng cá nhân","Hàng May mặc","Hàng cá nhân & Gia dụng","HOSE","2010-12-17"
"EVG","Công nghiệp","HOSE","Công ty Cổ phần Tập đoàn Everland","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2017-06-08"
"EVS","Tài chính","HNX ","Công ty Cổ phần Chứng khoán Everest","Dịch vụ tài chính","Môi giới chứng khoán","Dich vu tài chính","HNX","2018-08-01"
"FCM","Công nghiệp","HOSE","Công ty Cổ phần Khoáng sản FECON","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2013-05-15"
"FCN","Công nghiệp","HOSE","Công ty Cổ phần FECON","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2012-07-24"
"FDC","Tài chính","HOSE","Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-01-18"
"FID","Tài chính","HNX ","Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam","Bất động sản","Tư Vấn, Định giá, Môi giới Bất động sản","Bất động sản","HNX","2015-05-20"
"FIR","Tài chính","HOSE","Công ty Cổ phần Địa ốc First Real","Bất động sản","Bất động sản","Bất động sản","HOSE","2018-10-18"
"FIT","Tài chính","HOSE","Công ty Cổ phần Tập đoàn F.I.T","Dịch vụ tài chính","Tài chính đặc biệt","Dich vu tài chính","HOSE","2013-07-26"
"FLC","Tài chính","HOSE","Công ty Cổ phần Tập đoàn FLC","Bất động sản","Bất động sản","Bất động sản","HOSE","2011-10-05"
"FMC","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Thực phẩm Sao Ta","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HOSE","2006-12-07"
"FPT","Công nghệ Thông tin","HOSE","Công ty Cổ phần FPT","Phần mềm & Dịch vụ Máy tính","Phần mềm","Công nghệ Thông tin","VN30","2006-12-13"
"FRT","Dịch vụ Tiêu dùng","HOSE","Công ty Cổ phần Bán lẻ Kỹ thuật số FPT","Bán lẻ","Phân phối hàng chuyên dụng","Bán lẻ","HOSE","2018-04-26"
"FTM","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Đầu tư và Phát triển Đức Quân","Hàng cá nhân","Hàng May mặc","Hàng cá nhân & Gia dụng","HOSE","2017-02-06"
"FTS","Tài chính","HOSE","Công ty Cổ phần Chứng khoán FPT","Dịch vụ tài chính","Môi giới chứng khoán","Dich vu tài chính","HOSE","2017-01-13"
"GAB","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2019-07-11"
"GAS","Tiện ích Cộng đồng","HOSE","Tổng Công ty Khí Việt Nam - Công ty Cổ phần","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","VN30","2012-05-21"
"GDT","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Chế biến Gỗ Đức Thành","Hàng gia dụng","Thiết bị gia dụng","Hàng cá nhân & Gia dụng","HOSE","2009-11-17"
"GDW","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Cấp nước Gia Định","Nước & Khí đốt","Nước","Điện, nước & xăng dầu khí đốt","HNX","2010-06-15"
"GEG","Tiện ích Cộng đồng","HOSE","Công ty Cổ phần Điện Gia Lai","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HOSE","2017-03-21"
"GEX","Công nghiệp","HOSE","Tổng Công ty Cổ phần Thiết bị điện Việt Nam","Điện tử & Thiết bị điện","Thiết bị điện","Hàng & Dịch vụ Công nghiệp","HOSE","2015-10-26"
"GIC","Công nghiệp","HNX ","Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HNX","2020-11-06"
"GIL","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh","Hàng cá nhân","Hàng May mặc","Hàng cá nhân & Gia dụng","HOSE","2002-01-02"
"GKM","Công nghiệp","HNX ","Công ty Cổ phần Khang Minh Group","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2017-07-17"
"GLT","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Kỹ thuật điện Toàn Cầu","Hàng hóa giải trí","Điện tử tiêu dùng","Hàng cá nhân & Gia dụng","HNX","2009-11-26"
"GMA","Công nghiệp","HNX ","Công ty Cổ phần Enteco Việt Nam","Công nghiệp nặng","Máy công nghiệp","Hàng & Dịch vụ Công nghiệp","HNX","2020-12-01"
"GMC","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Garmex Sài Gòn","Hàng cá nhân","Hàng May mặc","Hàng cá nhân & Gia dụng","HOSE","2006-12-22"
"GMD","Công nghiệp","HOSE","Công ty Cổ phần Gemadept","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HOSE","2002-04-22"
"GMX","Công nghiệp","HNX ","Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2011-09-15"
"GSP","Công nghiệp","HOSE","Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế","Vận tải","Vận tải Thủy","Hàng & Dịch vụ Công nghiệp","HOSE","2012-03-09"
"GTA","Nguyên vật liệu","HOSE","Công ty Cổ phần Chế biến Gỗ Thuận An","Lâm nghiệp và Giấy","Lâm sản và Chế biến gỗ","Tài nguyên Cơ bản","HOSE","2007-07-23"
"GTN","Hàng Tiêu dùng","HOSE","Công ty Cổ phần GTNFOODS","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HOSE","2014-10-03"
"GVR","Nguyên vật liệu","HOSE","Tập đoàn Công nghiệp Cao su Việt Nam","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2018-03-21"
"HAD","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Bia Hà Nội - Hải Dương","Bia và đồ uống","Sản xuất bia ","Thực phẩm và đồ uống","HNX","2009-10-27"
"HAG","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Hoàng Anh Gia Lai","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HOSE","2008-12-22"
"HAH","Công nghiệp","HOSE","Công ty Cổ phần Vận tải và Xếp dỡ Hải An","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HOSE","2015-03-11"
"HAI","Nguyên vật liệu","HOSE","Công ty Cổ phần Nông dược HAI","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HOSE","2006-12-27"
"HAP","Nguyên vật liệu","HOSE","Công ty Cổ phần Tập Đoàn Hapaco","Lâm nghiệp và Giấy","Sản xuất giấy","Tài nguyên Cơ bản","HOSE","2000-08-04"
"HAR","Tài chính","HOSE","Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền","Bất động sản","Bất động sản","Bất động sản","HOSE","2013-01-17"
"HAS","Công nghiệp","HOSE","Công ty Cổ phần Hacisco","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2002-12-19"
"HAT","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Thương mại Bia Hà Nội","Bia và đồ uống","Sản xuất bia ","Thực phẩm và đồ uống","HNX","2010-10-29"
"HAX","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh","Ô tô và phụ tùng","Sản xuất ô tô","Ô tô và phụ tùng","HOSE","2006-12-26"
"HBC","Công nghiệp","HOSE","Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2006-12-27"
"HBE","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Sách - Thiết bị trường học Hà Tĩnh","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2008-02-22"
"HBS","Tài chính","HNX ","Công ty Cổ phần Chứng khoán Hòa Bình","Dịch vụ tài chính","Môi giới chứng khoán","Dich vu tài chính","HNX","2010-07-16"
"HCC","Công nghiệp","HNX ","Công ty Cổ phần Bê tông Hòa Cầm - Intimex","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2007-12-24"
"HCD","Nguyên vật liệu","HOSE","Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2016-07-04"
"HCM","Tài chính","HOSE","Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh","Dịch vụ tài chính","Môi giới chứng khoán","Dich vu tài chính","HOSE","2009-05-19"
"HCT","Công nghiệp","HNX ","Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng","Vận tải","Dịch vụ vận tải","Hàng & Dịch vụ Công nghiệp","HNX","2007-11-27"
"HDA","Công nghiệp","HNX ","Công ty Cổ phần Hãng sơn Đông Á","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2010-12-27"
"HDB","Ngân hàng","HOSE","Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh","Ngân hàng","Ngân hàng","Ngân hàng","VN30","2018-01-05"
"HDC","Tài chính","HOSE","Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu","Bất động sản","Bất động sản","Bất động sản","HOSE","2007-10-08"
"HDG","Tài chính","HOSE","Công ty Cổ phần Tập đoàn Hà Đô","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-02-02"
"HEV","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Sách Đại học - Dạy nghề","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2007-12-11"
"HGM","Nguyên vật liệu","HNX ","Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang","Khai khoáng","Khai khoáng ","Tài nguyên Cơ bản","HNX","2009-12-21"
"HHC","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Bánh kẹo Hải Hà","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HNX","2007-11-20"
"HHG","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần Hoàng Hà","Du lịch & Giải trí","Vận tải hành khách & Du lịch","Du lịch và Giải trí","HNX","2010-07-28"
"HHP","Nguyên vật liệu","HNX ","Công ty Cổ phần Giấy Hoàng Hà Hải Phòng","Lâm nghiệp và Giấy","Sản xuất giấy","Tài nguyên Cơ bản","HNX","2018-08-08"
"HHS","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy","Ô tô và phụ tùng","Sản xuất ô tô","Ô tô và phụ tùng","HOSE","2012-02-15"
"HID","Công nghiệp","HOSE","Công ty Cổ phần Halcom Vietnam","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2016-07-11"
"HII","Nguyên vật liệu","HOSE","Công ty Cổ phần An Tiến Industries","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2017-06-22"
"HJS","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Thủy điện Nậm Mu","Sản xuất & Phân phối Điện","Sản xuất & Phân phối Điện","Điện, nước & xăng dầu khí đốt","HNX","2006-12-20"
"HKB","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HNX","2015-04-08"
"HKT","Hàng Tiêu dùng","HNX ","Công ty Cổ phần Đầu tư Ego Việt Nam","Bia và đồ uống","Đồ uống & giải khát","Thực phẩm và đồ uống","HNX","2017-01-12"
"HLC","Nguyên vật liệu","HNX ","Công ty Cổ phần Than Hà Lầm - Vinacomin","Khai khoáng","Khai thác Than","Tài nguyên Cơ bản","HNX","2009-03-05"
"HLD","Tài chính","HNX ","Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND","Bất động sản","Bất động sản","Bất động sản","HNX","2013-03-26"
"HLY","Công nghiệp","HNX ","Công ty Cổ phần Viglacera Hạ Long I","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2006-12-04"
"HMC","Nguyên vật liệu","HOSE","Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HOSE","2006-12-21"
"HMH","Công nghiệp","HNX ","Công ty Cổ phần Hải Minh","Vận tải","Dịch vụ vận tải","Hàng & Dịch vụ Công nghiệp","HNX","2010-07-28"
"HNG","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HOSE","2015-07-20"
"HOM","Công nghiệp","HNX ","Công ty Cổ phần Xi măng VICEM Hoàng Mai","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HNX","2009-07-09"
"HOT","Dịch vụ Tiêu dùng","HOSE","Công ty Cổ phần Du lịch - Dịch vụ Hội An","Du lịch & Giải trí","Vận tải hành khách & Du lịch","Du lịch và Giải trí","HOSE","2011-07-21"
"HPG","Nguyên vật liệu","HOSE","Công ty Cổ phần Tập đoàn Hòa Phát","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","VN30","2007-11-15"
"HPM","Nguyên vật liệu","HNX ","Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc","Khai khoáng","Khai khoáng ","Tài nguyên Cơ bản","HNX","2016-01-18"
"HPX","Tài chính","HOSE","Công ty Cổ phần Đầu tư Hải Phát","Bất động sản","Bất động sản","Bất động sản","HOSE","2018-07-24"
"HQC","Tài chính","HOSE","Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-10-20"
"HRC","Nguyên vật liệu","HOSE","Công ty Cổ phần Cao su Hòa Bình","Hóa chất","Nhựa, cao su & sợi","Hóa chất","HOSE","2006-12-26"
"HSG","Nguyên vật liệu","HOSE","Công ty Cổ phần Tập đoàn Hoa Sen","Kim loại","Thép và sản phẩm thép","Tài nguyên Cơ bản","HOSE","2008-12-05"
"HSL","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà","Sản xuất thực phẩm","Thực phẩm","Thực phẩm và đồ uống","HOSE","2018-05-10"
"HT1","Công nghiệp","HOSE","Công ty Cổ phần Xi măng Hà Tiên 1","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2007-11-13"
"HTC","Tiện ích Cộng đồng","HNX ","Công ty Cổ phần Thương mại Hóc Môn","Nước & Khí đốt","Phân phối xăng dầu & khí đốt","Điện, nước & xăng dầu khí đốt","HNX","2010-05-07"
"HTI","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2010-12-20"
"HTL","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Kỹ thuật và Ô tô Trường Long","Ô tô và phụ tùng","Sản xuất ô tô","Ô tô và phụ tùng","HOSE","2011-01-10"
"HTN","Tài chính","HOSE","Công ty Cổ phần Hưng Thịnh Incons","Bất động sản","Bất động sản","Bất động sản","HOSE","2018-11-12"
"HTP","Dịch vụ Tiêu dùng","HNX ","Công ty Cổ phần In Sách Giáo Khoa Hòa Phát","Truyền thông","Sách, ấn bản & sản phẩm văn hóa","Truyền thông","HNX","2006-12-14"
"HTV","Công nghiệp","HOSE","Công ty Cổ phần Logistics Vicem","Vận tải","Dịch vụ vận tải","Hàng & Dịch vụ Công nghiệp","HOSE","2006-01-05"
"HU1","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư và Xây dựng HUD1","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2011-11-03"
"HU3","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư và Xây dựng HUD3","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2011-03-18"
"HUB","Công nghiệp","HOSE","Công ty Cổ phần Xây lắp Thừa Thiên Huế","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2019-02-26"
"HUT","Công nghiệp","HNX ","Công ty Cổ phần Tasco","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX30","2008-04-11"
"HVH","Công nghiệp","HOSE","Công ty Cổ phần Đầu tư và Công nghệ HVC","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HOSE","2018-11-30"
"HVN","Dịch vụ Tiêu dùng","HOSE","Tổng Công ty Hàng không Việt Nam - CTCP","Du lịch & Giải trí","Hàng không","Du lịch và Giải trí","HOSE","2017-01-03"
"HVT","Nguyên vật liệu","HNX ","Công ty Cổ phần Hóa chất Việt Trì","Hóa chất","Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Hóa chất","HNX","2009-05-08"
"HVX","Công nghiệp","HOSE","Công ty Cổ phần Xi măng Vicem Hải Vân","Xây dựng và Vật liệu","Vật liệu xây dựng & Nội thất","Xây dựng và Vật liệu","HOSE","2010-09-28"
"IBC","Tài chính","HOSE","Công ty Cổ phần Đầu tư APAX Holdings","Dịch vụ tài chính","Tài chính đặc biệt","Dich vu tài chính","HOSE","2016-10-25"
"ICG","Công nghiệp","HNX ","Công ty Cổ phần Xây dựng Sông Hồng","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2009-04-21"
"ICT","Công nghệ Thông tin","HOSE","Công ty Cổ phần Viễn thông - Tin học Bưu điện","Phần mềm & Dịch vụ Máy tính","Phần mềm","Công nghệ Thông tin","HOSE","2020-01-15"
"IDC","Tài chính","HNX ","Tổng Công ty IDICO - CTCP ","Bất động sản","Bất động sản","Bất động sản","HNX","2017-11-24"
"IDI","Hàng Tiêu dùng","HOSE","Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I","Sản xuất thực phẩm","Nuôi trồng nông & hải sản","Thực phẩm và đồ uống","HOSE","2011-06-30"
"IDJ","Tài chính","HNX ","Công ty Cổ phần Đầu tư IDJ Việt Nam","Bất động sản","Bất động sản","Bất động sản","HNX","2010-09-13"
"IDV","Tài chính","HNX ","Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc","Bất động sản","Bất động sản","Bất động sản","HNX","2010-06-01"
"IJC","Tài chính","HOSE","Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật","Bất động sản","Bất động sản","Bất động sản","HOSE","2010-04-19"
"ILB","Công nghiệp","HOSE","Công ty Cổ phần ICD Tân Cảng Long Bình","Vận tải","Kho bãi, hậu cần và bảo dưỡng","Hàng & Dịch vụ Công nghiệp","HOSE","2019-05-15"
"IMP","Dược phẩm và Y tế","HOSE","Công ty Cổ phần Dược phẩm IMEXPHARM","Dược phẩm","Dược phẩm","Y tế","HOSE","2006-12-04"
"INC","Công nghiệp","HNX ","Công ty Cổ phần Tư vấn Đầu tư IDICO","Xây dựng và Vật liệu","Xây dựng","Xây dựng và Vật liệu","HNX","2011-07-14"
"INN","Công nghiệp","HNX ","Công ty Cổ phần Bao bì và In Nông nghiệp","Hàng công nghiệp","Containers & Đóng gói","Hàng & Dịch vụ Công nghiệp","HNX","2010-01-22"
